comment_sentence_id,class,comment_sentence,category,outlier
389,Individual,related instances rendering will be called programmatically in this case .,0,0
11,Archive,the external api class that encapsulates an archive implementation.,0,0
270,Client,this is not intended as a replacement for twill selenium or,0,0
271,Client,the like it is here to allow testing against the,0,0
272,Client,"contexts and templates produced by a view, rather than the",0,0
400,IntFromGeom,"argument is a geometry, return type is an integer.",0,0
273,Client,html rendered to the end user.,0,0
789,SpatialRefSysMixin,the spatialrefsysmixin is a class used by the database dependent,0,0
790,SpatialRefSysMixin,spatialrefsys objects to reduce redundant code.,0,0
301,CryptPasswordHasher,the crypt module is not supported on all platforms.,0,0
575,MigrationQuestioner,"this base class has a built in noninteractive mode, but the",0,0
576,MigrationQuestioner,interactive subclass is what the command line arguments will use.,0,0
70,AutoFieldMeta,"when these issues have been addressed, this metaclass could be used to",0,0
71,AutoFieldMeta,deprecate inheritance from autofield and use of isinstance with autofield,0,0
72,AutoFieldMeta,for detecting automatically generated fields.,0,0
201,BaseDatabaseSchemaEditor,this class and its subclasses are responsible for emitting schema changing,0,0
202,BaseDatabaseSchemaEditor,"statements to the databases model creation removal alteration, field",0,0
203,BaseDatabaseSchemaEditor,"renaming, index fiddling, and so on.",0,0
846,TestUtils,this doc output is required for testing.,0,0
593,MultiPartParser,multivaluedict^parse reads the input stream in chunk size chunks,0,0
594,MultiPartParser,"and returns a tuple of multivaluedict post , multivaluedict files .",0,0
213,BaseUpdateView,using this base class requires subclassing to provide a response mixin.,0,0
90,BaseCommand,use this class if you want access to all of the mechanisms which,0,0
91,BaseCommand,parse the command line arguments and work out what code to call in,0,0
92,BaseCommand,"response if you don t need to change any of that behavior,",0,0
93,BaseCommand,consider using one of the subclasses defined in this file.,0,0
611,MultiValueDict,"this class exists to solve the irritating problem raised by cgi^parse qs,",0,0
612,MultiValueDict,"which returns a list for every key, even though most web forms submit",0,0
228,BoundWidget,this is useful for,0,0
613,MultiValueDict,single name value pairs.,0,0
229,BoundWidget,widgets that have choices.,0,0
361,FootNote,model added for ticket 19838,0,0
116,BaseCommand,"thus, the handle method is typically the starting point for",0,0
117,BaseCommand,subclasses many built in commands and command types either place,0,0
118,BaseCommand,"all of their logic in handle , or perform some additional",0,0
119,BaseCommand,parsing work in handle and then delegate from it to more,0,0
120,BaseCommand,specialized methods as needed.,0,0
505,MigrationGraph,"each migration is a node, and each dependency is an edge.",0,0
506,MigrationGraph,there are,0,0
507,MigrationGraph,no implicit dependencies between numbered migrations the numbering is,0,0
508,MigrationGraph,merely a convention to aid file listing.,0,0
893,XFrameOptionsMiddleware,do not set the header if it s already set or if the response contains,0,0
894,XFrameOptionsMiddleware,a xframe options exempt value set to true.,0,0
895,XFrameOptionsMiddleware,"by default, set the x frame options header to sameorigin , meaning the",0,0
1106,Magics,"this can make some functions easier to type, eg%cd .",0,0
1059,GeoJSON,not an already serialized json string.,0,0
1107,Magics,.,0,0
1060,GeoJSON,"scalar types none, number, string are not allowed, only dict containers.",0,0
1108,Magics,vs. %cd .,0,0
1109,Magics,.,0,0
1175,UserMagics,"all magics are eventually merged into a single namespace at runtime, but we",0,0
1176,UserMagics,use this class to isolate the magics defined dynamically by the user into,0,0
1097,LazyEvaluate,this is used for formatting strings with values that need to be updated,0,0
1177,UserMagics,their own class.,0,0
1098,LazyEvaluate,"at that time, such as the current time or working directory.",0,0
1102,Magics,shell functions which can be reached as %function name.,0,0
1425,ConfigureMailboxes,"if not account is specified, the mailbox is only assigned an id for use",0,0
1426,ConfigureMailboxes,in the metadata index.,0,0
1427,ConfigureMailboxes,"if an account is specified, the mailbox will be assigned to that account",0,0
1428,ConfigureMailboxes,and configured for automatic indexing.,0,0
1286,ConfigDict,"if the default value is an empty list, it is assumed to be a list of",0,0
1287,ConfigDict,values of the type specified.,0,0
1664,CategoricalDtype,see ref categorical^categoricaldtype,0,0
1665,CategoricalDtype,for more.,0,0
1985,PlotAccessor,uses the backend specified by the,0,0
1986,PlotAccessor,option plotting^backend .,0,0
1987,PlotAccessor,"by default, matplotlib is used.",0,0
2054,PlotAccessor,from 0 left bottom end to 1 right top end .,0,0
2055,PlotAccessor,default is 05,0,0
2056,PlotAccessor,center .,0,0
2323,StringMethods,nas stay na unless,0,0
2324,StringMethods,handled otherwise by a particular method.,0,0
2325,StringMethods,patterned after python s string,0,0
2326,StringMethods,"methods, with some inspiration from r s stringr package.",0,0
1879,IntegerArray,we represent an integerarray with 2 numpy arrays,0,0
1880,IntegerArray,data contains a numpy integer array of the appropriate dtype,0,0
1561,Base,input data,0,0
1881,IntegerArray,"mask a boolean array holding a mask on the data, true is missing",0,0
1562,Base,"to be supplied in breaks format, then converted by the subclass method",0,0
1882,IntegerArray,"to construct an integerarray from generic array like input, use",0,0
1563,Base,get kwargs from breaks to the expected format.,0,0
1883,IntegerArray,func pandas^array with one of the integer dtypes see examples .,0,0
1757,CategoricalIndex,notes,0,0
1758,CategoricalIndex,see the user guide,0,0
1759,CategoricalIndex,http pandas^pydata.org pandas docs stable user guide advanced^html#categoricalindex,0,0
2271,StringArray,notes,0,0
1760,CategoricalIndex,for more.,0,0
2272,StringArray,stringarray returns a booleanarray for comparison methods.,0,0
2086,PlotAccessor,notes,0,0
2087,PlotAccessor,see matplotlib documentation online for more on this subject,0,0
1959,IntervalDtype,"this is not an actual numpy dtype , but a duck type.",0,0
2088,PlotAccessor,"if kind bar or barh , you can specify relative alignments",0,0
2089,PlotAccessor,for bar plot layout by position keyword.,0,0
2090,PlotAccessor,from 0 left bottom end to 1 right top end .,0,0
2091,PlotAccessor,default is 05,0,0
2092,PlotAccessor,center,0,0
2224,SetopCheck,this is called to decorate the set operations of intervalindex,0,0
2225,SetopCheck,to perform the type check in advance.,0,0
2231,SQLiteTable,instead of a table variable just use the create table statement.,0,0
1847,ExcelFile,uses xlrd.,0,0
1848,ExcelFile,see read excel for more documentation,0,0
1661,CategoricalDtype,notes,0,0
1662,CategoricalDtype,this class is useful for specifying the type of a categorical,0,0
1663,CategoricalDtype,independent of the values.,0,0
2434,CallBlock,like a macro without a name but a call instead.,0,0
3079,Markup,"markup hello, em world em !",0,0
3080,Markup,"markup hello, em world em !",0,0
3081,Markup,markup 42,0,0
3082,Markup,markup 42,0,0
3083,Markup,"markup^escape hello, em world em !",0,0
3084,Markup,markup hello &lt em&gt world&lt em&gt !,0,0
2956,HebrewProber,the hebrewprober is not using any language model.,0,0
3085,Markup,this implements the html interface that some frameworks,0,0
2445,CaseInsensitiveDict,all keys are expected to be strings.,0,0
3086,Markup,use.,0,0
2446,CaseInsensitiveDict,the structure remembers the,0,0
3087,Markup,passing an object that implements html will wrap the,0,0
2447,CaseInsensitiveDict,"case of the last key to be set, and iter instance ,",0,0
3088,Markup,"output of that method, marking it safe.",0,0
2448,CaseInsensitiveDict,"keys , items , iterkeys , and iteritems",0,0
2960,HebrewProber,"disjointed from the model probers, the results of the hebrewprober",0,0
3089,Markup,class foo,0,0
2449,CaseInsensitiveDict,will contain case sensitive keys.,0,0
2961,HebrewProber,alone are meaningless.,0,0
3090,Markup,def html self,0,0
3091,Markup,return a href foo foo a,0,0
3603,Path,"first of all, instead of returning an open file",0,0
3731,Request,"used to prepare a class preparedrequest preparedrequest , which is sent to the server.",0,0
3092,Markup,markup foo,0,0
3604,Path,handle it returns just the filename.,0,0
3093,Markup,markup a href foo foo a,0,0
3605,Path,"secondly, it can perform various",0,0
3094,Markup,"this is a subclass of the text type str in python 3,",0,0
3606,Path,basic checks about what the file or directory should be.,0,0
3095,Markup,unicode in python 2 .,0,0
3096,Markup,"it has the same methods as that type, but",0,0
3097,Markup,all methods escape their arguments and return a markup instance.,0,0
3098,Markup,markup em %s em % foo & bar,0,0
3099,Markup,markup em foo &amp bar em,0,0
3100,Markup,markup em hello em foo,0,0
3101,Markup,markup em hello em &lt foo&gt,0,0
3499,ParseFatalException,user throwable exception thrown when inconsistent parse content,0,0
3500,ParseFatalException,is found stops all parsing immediately,0,0
2359,_BZ2Proxy,this is actually,0,0
2360,_BZ2Proxy,a workaround for a limitation in bz2 module s bz2file,0,0
2361,_BZ2Proxy,class which unlike gzip^gzipfile has no support for,0,0
3513,ParseResults,example,0,0
2362,_BZ2Proxy,a file object argument.,0,0
3514,ParseResults,integer word nums,0,0
3515,ParseResults,date str integer^setresultsname year,0,0
3516,ParseResults,integer^setresultsname month,0,0
3517,ParseResults,integer^setresultsname day,0,0
2878,FollowedBy,followedby does not advance the parsing position within,0,0
3518,ParseResults,# equivalent form,0,0
2879,FollowedBy,"the input string, it only verifies that the specified parse",0,0
3519,ParseResults,# date str integer year integer month integer day,0,0
2880,FollowedBy,expression matches at the current position.,0,0
3520,ParseResults,# parsestring returns a parseresults object,0,0
2881,FollowedBy,followedby,0,0
3521,ParseResults,result date str^parsestring 1999 12 31,0,0
2882,FollowedBy,always returns a null token list.,0,0
3522,ParseResults,"def test s, fn repr",0,0
2883,FollowedBy,if any results names are defined,0,0
3523,ParseResults,"print %s %s % s, fn eval s",0,0
2884,FollowedBy,"in the lookahead expression, those will be returned for access by",0,0
2500,Context_,creating instances is neither supported nor useful as it s created,0,0
3524,ParseResults,test list result,0,0
2885,FollowedBy,name.,0,0
2501,Context_,automatically at various stages of the template evaluation and should not,0,0
3525,ParseResults,test result 0,0,0
2502,Context_,be created by hand.,0,0
3526,ParseResults,test result month,0,0
2887,FollowedBy,# use followedby to match a label only if it is followed by a,0,0
2503,Context_,the context is immutable.,0,0
3527,ParseResults,test result^day,0,0
3528,ParseResults,test month in result,0,0
2889,FollowedBy,label data word followedby,0,0
3529,ParseResults,test minutes in result,0,0
3530,ParseResults,"test result^dump , str",0,0
3020,InternalName,you cannot create these nodes,0,0
3021,InternalName,yourself but the parser provides a,0,0
2382,And,requires all given class parseexpression s to be found in the given order.,0,0
3022,InternalName,meth jinja2^parser.parser^free identifier method that creates,0,0
3791,Resource,this is,0,0
2383,And,expressions may be separated by whitespace.,0,0
3023,InternalName,a new identifier for you.,0,0
3792,Resource,"not normally instantiated by user code, but rather by a",0,0
2384,And,may be constructed using the operator.,0,0
3024,InternalName,this identifier is not available from the,0,0
3793,Resource,class resourcefinder which manages the resource.,0,0
2385,And,"may also be constructed using the operator, which will",0,0
3025,InternalName,template and is not threated specially by the compiler.,0,0
2386,And,suppress backtracking.,0,0
2543,CookieConflictError,use ^get and ^set and include domain and path args in order to be more specific.,0,0
3063,LRUCache,this is fast for small capacities something below 1000 but doesn t,0,0
2936,HebrewProber,the two sbcharsetprobers identify that the text is in,0,0
3064,LRUCache,scale.,0,0
2937,HebrewProber,"fact some kind of hebrew, logical or visual.",0,0
3065,LRUCache,but as long as it s only used as storage for templates this,0,0
3066,LRUCache,won t do any harm.,0,0
4872,ConvReLU3d,note,0,0
4873,ConvReLU3d,attributes same as torch^nn.quantized^conv3d,0,0
5644,TransformerEncoderLayer,"ashish vaswani, noam shazeer, niki parmar, jakob uszkoreit, llion jones, aidan n gomez,",0,0
4364,BatchNorm1d,note,0,0
5645,TransformerEncoderLayer,"lukasz kaiser, and illia polosukhin.",0,0
4365,BatchNorm1d,this attr momentum argument is different from one used in optimizer,0,0
5646,TransformerEncoderLayer,2017,0,0
4366,BatchNorm1d,classes and the conventional notion of momentum.,0,0
5647,TransformerEncoderLayer,attention is all you need.,0,0
4367,BatchNorm1d,"mathematically, the",0,0
5648,TransformerEncoderLayer,in advances in,0,0
4368,BatchNorm1d,update rule for running statistics here is,0,0
5649,TransformerEncoderLayer,"neural information processing systems, pages 6000 6010.",0,0
4369,BatchNorm1d,"math hat x text new 1 text momentum times hat x text momentum times x t ,",0,0
5650,TransformerEncoderLayer,users may modify or implement,0,0
4370,BatchNorm1d,where math hat x is the estimated statistic and math x t is the,0,0
5651,TransformerEncoderLayer,in a different way during application.,0,0
4371,BatchNorm1d,new observed value.,0,0
4372,BatchNorm1d,"because the batch normalization is done over the c dimension, computing statistics",0,0
4373,BatchNorm1d,"on n, l slices, it s common terminology to call this temporal batch normalization.",0,0
4144,_OpNamespace,an op namespace to dynamically bind operators into python.,0,0
4145,_OpNamespace,say a user has created a custom operator called my namespace my op .,0,0
4146,_OpNamespace,to,0,0
4147,_OpNamespace,"call this op, the user will write torch^ops.my namespace^my op .",0,0
4148,_OpNamespace,.,0,0
4149,_OpNamespace,"at startup, this operation will not yet be bound into python.",0,0
4150,_OpNamespace,"instead, the",0,0
4151,_OpNamespace,following sequence of magic tricks will occur,0,0
4152,_OpNamespace,1,0,0
4153,_OpNamespace,torch^ops.my namespace will invoke the getattr magic method,0,0
4154,_OpNamespace,"on the torch^ops object, which will create a new opnamespace",0,0
4155,_OpNamespace,object called my namespace and set it as an attribute on the ops,0,0
4156,_OpNamespace,object.,0,0
4157,_OpNamespace,2,0,0
4158,_OpNamespace,torch^ops.my namespace^my op will then invoke getattr on,0,0
4159,_OpNamespace,"the my namespace object, which will retrieve the operation via",0,0
4160,_OpNamespace,"torch^get operation , a function bound from c , and then in a similar",0,0
5441,OneHotCategorical,"note attr probs must be non negative, finite and have a non zero sum,",0,0
4162,_OpNamespace,3,0,0
5442,OneHotCategorical,and it will be normalized to sum to 1.,0,0
4163,_OpNamespace,torch^ops.my namespace^my op .,0,0
4164,_OpNamespace,then calls this new operation,0,0
4165,_OpNamespace,and subsequent accesses will incur no further lookup the namespace and,0,0
4166,_OpNamespace,operation will already exist .,0,0
5214,ExternalInitializer,current version is not doing any real sanity checks to the parameter.,0,0
5726,Unfold,note,0,0
5727,Unfold,class torch^nn.fold calculates each combined value in the resulting,0,0
5728,Unfold,large tensor by summing all values from all containing blocks.,0,0
5729,Unfold,class torch^nn.unfold extracts the values in the local blocks by,0,0
5730,Unfold,copying from the large tensor.,0,0
5731,Unfold,"so, if the blocks overlap, they are not",0,0
5732,Unfold,inverses of each other.,0,0
5733,Unfold,"in general, folding and unfolding operations are related as",0,0
5734,Unfold,follows.,0,0
5735,Unfold,consider class torch^nn.fold and,0,0
5736,Unfold,class torch^nn.unfold instances created with the same,0,0
5737,Unfold,parameters,0,0
5738,Unfold,fold params dict kernel size .,0,0
5739,Unfold,", dilation .",0,0
5740,Unfold,", padding .",0,0
5741,Unfold,", stride .",0,0
5742,Unfold,fold nn^fold output size .,0,0
5743,Unfold,", fold params",0,0
5744,Unfold,unfold nn^unfold fold params,0,0
5745,Unfold,then for any supported input tensor the following,0,0
5746,Unfold,equality holds,0,0
5747,Unfold,fold unfold input divisor input,0,0
5236,LastNWindowCollector,"if you have complex data,",0,0
5748,Unfold,where divisor is a tensor that depends only on the shape,0,0
5237,LastNWindowCollector,use packrecords to pack it before using this layer.,0,0
5749,Unfold,and dtype of the input,0,0
5238,LastNWindowCollector,this layer is not thread safe.,0,0
5750,Unfold,"input ones torch^ones input^shape, dtype input^dtype",0,0
5751,Unfold,divisor fold unfold input ones,0,0
5752,Unfold,"when the divisor tensor contains no zero elements, then",0,0
5753,Unfold,fold and unfold operations are inverses of each,0,0
5754,Unfold,other up to constant divisor .,0,0
4480,BCEWithLogitsLoss,note that the targets t i should be numbers,0,0
4481,BCEWithLogitsLoss,between 0 and 1.,0,0
5252,LBFGS,note,0,0
5508,SGD,nesterov momentum is based on the formula from,0,0
5253,LBFGS,this is a very memory intensive optimizer it requires additional,0,0
5509,SGD,on the importance of initialization and momentum in deep learning .,0,0
5254,LBFGS,param bytes history size 1 bytes .,0,0
5255,LBFGS,if it doesn t fit in memory,0,0
5256,LBFGS,"try reducing the history size, or use a different algorithm.",0,0
4238,Adam,it has been proposed in adam a method for stochastic optimization .,0,0
4249,Adam,algorithm from the paper on the convergence of adam and beyond,0,0
4251,Adam,adam a method for stochastic optimization,0,0
4252,Adam,https arxiv^org abs 14126980,0,0
4253,Adam,on the convergence of adam and beyond,0,0
4254,Adam,https openreview^net forum?id ryqu7f rz,0,0
5055,EmbeddingBag,"for bags of constant length and no attr per sample weights , this class",0,0
5056,EmbeddingBag,"with mode sum is equivalent to class torch^nn.embedding followed by torch^sum dim 0 ,",0,0
5057,EmbeddingBag,"with mode mean is equivalent to class torch^nn.embedding followed by torch^mean dim 0 ,",0,0
5058,EmbeddingBag,with mode max is equivalent to class torch^nn.embedding followed by torch^max dim 0 .,0,0
5059,EmbeddingBag,"however, class torch^nn.embeddingbag is much more time and memory efficient than using a chain of these",0,0
5060,EmbeddingBag,operations.,0,0
5061,EmbeddingBag,embeddingbag also supports per sample weights as an argument to the forward,0,0
5062,EmbeddingBag,pass.,0,0
5063,EmbeddingBag,this scales the output of the embedding before performing a weighted,0,0
5064,EmbeddingBag,reduction as specified by mode .,0,0
5065,EmbeddingBag,"if attr per sample weights is passed, the",0,0
5066,EmbeddingBag,"only supported mode is sum , which computes a weighted sum according to",0,0
5067,EmbeddingBag,attr per sample weights .,0,0
5935,PreparedRequest,generated from either a class request request object or manually.,0,0
257,ChunkIter,given a file like object as the,1,0
258,ChunkIter,"constructor, yield chunks of read operations from that object.",1,0
263,Client,"it allows the user to compose get and post requests, and",1,0
264,Client,obtain the response that the server gave to those requests.,1,0
265,Client,the server response objects are annotated with the details,1,0
266,Client,of the contexts and templates that were rendered during the,1,0
267,Client,process of serving the request.,1,0
268,Client,client objects are stateful they will retain cookie and,1,0
269,Client,thus session details for the lifetime of the client instance.,1,0
782,SessionStore,"a database session store, that handles updating the account id column",1,0
783,SessionStore,inside the custom session model.,1,0
19,Atomic,"decorated function in the instance itself, used as a context manager.",1,0
543,MigrationLoader,"on initialization, this class will scan those directories, and open and",1,0
544,MigrationLoader,"read the python files, looking for a class called migration, which should",1,0
545,MigrationLoader,inherit from django^db.migrations^migration.,1,0
546,MigrationLoader,see,1,0
547,MigrationLoader,django^db.migrations^migration for what that looks like.,1,0
548,MigrationLoader,some migrations will be marked as replacing another set of migrations.,1,0
549,MigrationLoader,these are loaded into a separate set of migrations away from the main ones.,1,0
550,MigrationLoader,if all the migrations they replace are either unapplied or missing from,1,0
551,MigrationLoader,"disk, then they are injected into the main set, replacing the named migrations.",1,0
552,MigrationLoader,any dependency pointers to the replaced migrations are re pointed to the,1,0
553,MigrationLoader,new migration.,1,0
51,AtomicTests,the tests make assertions on internal attributes because there isn t a,1,0
307,CustomCacheKeyValidationTests,a custom cache backend that otherwise inherits from a builtin,1,0
52,AtomicTests,robust way to ask the database for its current transaction state.,1,0
308,CustomCacheKeyValidationTests,"backend, and override the default key validation.",1,0
53,AtomicTests,since the decorator syntax is converted into a context manager see the,1,0
54,AtomicTests,"implementation , there are only a few basic tests with the decorator",1,0
55,AtomicTests,syntax and the bulk of the tests use the context manager syntax.,1,0
63,AutoFieldMeta,it is intended that autofieldmixin become public api when it is possible to,1,0
64,AutoFieldMeta,create a non integer automatically generated field using column defaults,1,0
65,AutoFieldMeta,stored in the database.,1,0
844,TestRouter,routes to the other database if the model name starts with other .,1,0
348,FakePayload,this makes sure that views can t do anything under the test client,1,0
349,FakePayload,that wouldn t work in real life.,1,0
355,FallbackStorage,try to store all messages in the first backend.,1,0
611,MultiValueDict,"this class exists to solve the irritating problem raised by cgi^parse qs,",1,0
356,FallbackStorage,store any unstored,1,0
612,MultiValueDict,"which returns a list for every key, even though most web forms submit",1,0
357,FallbackStorage,messages in each subsequent backend.,1,0
613,MultiValueDict,single name value pairs.,1,0
880,WindowFrame,there are two types of frame,1,0
881,WindowFrame,"clauses which are subclasses, however, all processing and validation by no",1,0
882,WindowFrame,means intended to be complete is done here.,1,0
377,ImageFileDescriptor,the only difference is,1,0
378,ImageFileDescriptor,"assigning the width height to the width field height field, if appropriate.",1,0
634,MultiValueField,"its clean method takes a decompressed list of values, which are then",1,0
635,MultiValueField,cleaned into a single value according to self^fields.,1,0
636,MultiValueField,each value in,1,0
637,MultiValueField,this list is cleaned by the corresponding field the first value is,1,0
638,MultiValueField,"cleaned by the first field, the second value is cleaned by the second",1,0
639,MultiValueField,"field, etc once all fields are cleaned, the list of clean values is",1,0
640,MultiValueField,compressed into a single value.,1,0
397,InputStreamExhausted,no more reads are allowed from this device.,1,0
655,MultiWidget,"in addition to the values added by widget^get context , this widget",1,0
656,MultiWidget,adds a list of subwidgets to the context as widget subwidgets .,1,0
657,MultiWidget,these can be looped over and rendered like normal widgets.,1,0
408,ListMixin,derived classes must call listmixin s init function,1,0
409,ListMixin,and implement the following,1,0
410,ListMixin,"function get single external self, i",1,0
411,ListMixin,return single item with index i for general use.,1,0
412,ListMixin,the index i will always satisfy 0 i len self .,1,0
668,Operation,it s responsible for both mutating the in memory model state,1,0
413,ListMixin,"function get single internal self, i",1,0
669,Operation,"see db migrations state^py to represent what it performs, as well",1,0
414,ListMixin,"same as above, but for use within the class optional",1,0
670,Operation,as actually performing it against a live database.,1,0
415,ListMixin,note that if get single internal and get single internal return,1,0
416,ListMixin,"different types of objects, set list must distinguish",1,0
417,ListMixin,between the two and handle each appropriately.,1,0
418,ListMixin,"function set list self, length, items",1,0
419,ListMixin,recreate the entire object.,1,0
420,ListMixin,note items may be a generator which calls get single internal.,1,0
421,ListMixin,"therefore, it is necessary to cache the values in a temporary",1,0
422,ListMixin,temp list items,1,0
423,ListMixin,before clobbering the original storage.,1,0
424,ListMixin,"function set single self, i, value",1,0
425,ListMixin,set the single item at index i to value optional,1,0
426,ListMixin,"if left undefined, all mutations will result in rebuilding",1,0
427,ListMixin,the object using set list.,1,0
428,ListMixin,function len self,1,0
429,ListMixin,return the length,1,0
430,ListMixin,int minlength,1,0
431,ListMixin,the minimum legal length optional,1,0
432,ListMixin,int maxlength,1,0
433,ListMixin,the maximum legal length optional,1,0
434,ListMixin,type or tuple allowed,1,0
435,ListMixin,a type or tuple of allowed item types optional,1,0
706,Permission,the permissions listed above are automatically created for each model.,1,0
467,MakeListTests,"the make list filter can destroy existing escaping, so the results are",1,0
468,MakeListTests,escaped.,1,0
725,ProxyModelInheritanceTests,this test creates two dummy,1,0
726,ProxyModelInheritanceTests,"apps and calls migrate, then verifies that the table has been created.",1,0
732,RawPostDataException,"multipart post data if it has been accessed via post,",1,0
733,RawPostDataException,"files, etc.",1,0
734,RawPostDataException,.,1,0
745,RequestFactoryEnvironmentTests,regression tests for #8551 and #17067 ensure that environment variables,1,0
746,RequestFactoryEnvironmentTests,are set correctly in requestfactory.,1,0
250,CacheHandler,ensure only one instance of each alias exists per thread.,1,0
763,SameAsLookup,the operator is the same as operator.,1,0
764,SameAsLookup,it tests actual geometric,1,0
765,SameAsLookup,equality of two features.,1,0
766,SameAsLookup,"so if a and b are the same feature,",1,0
767,SameAsLookup,"vertex by vertex, the operator returns true.",1,0
913,Audio,when this object is returned by an input cell or passed to the,1,0
914,Audio,"display function, it will result in audio controls being displayed",1,0
915,Audio,in the frontend only works in the notebook .,1,0
1142,Struct,a dict subclass with attribute style access.,1,0
1079,InteractiveShellApp,the following methods should be called by the meth initialize method,1,0
1143,Struct,this dict subclass has a a few extra features,1,0
1175,UserMagics,"all magics are eventually merged into a single namespace at runtime, but we",1,0
1080,InteractiveShellApp,of the subclass,1,0
1144,Struct,attribute style access.,1,0
1176,UserMagics,use this class to isolate the magics defined dynamically by the user into,1,0
1049,DisplayHook,"this class does many things, but the basic idea is that it is a callable",1,0
1081,InteractiveShellApp,meth init path,1,0
1145,Struct,"protection of class members like keys, items when using attribute",1,0
1177,UserMagics,their own class.,1,0
1050,DisplayHook,that gets called anytime user code returns a value.,1,0
1082,InteractiveShellApp,meth init shell to be implemented by the subclass,1,0
1146,Struct,style access.,1,0
1083,InteractiveShellApp,meth init gui pylab,1,0
1147,Struct,the ability to restrict assignment to only existing keys.,1,0
1084,InteractiveShellApp,meth init extensions,1,0
1148,Struct,intelligent merging.,1,0
1085,InteractiveShellApp,meth init code,1,0
1149,Struct,overloaded operators.,1,0
1280,ConfigDict,"if the sanity check is itself a dictionary of rules, values are expected",1,0
1281,ConfigDict,to be dictionaries or lists of items that match the rules defined.,1,0
1282,ConfigDict,this,1,0
1284,ConfigDict,configuration data can be nested by including a dictionary of further,1,0
1285,ConfigDict,rules in place of the default value.,1,0
1445,Event,actual interpretation and,1,0
1286,ConfigDict,"if the default value is an empty list, it is assumed to be a list of",1,0
1446,Event,rendering of events should be handled by the respective source class.,1,0
1287,ConfigDict,values of the type specified.,1,0
1270,ConfigDict,the object must be initialized with a dictionary which describes in,1,0
1271,ConfigDict,"a structured way what variables exist, what their legal values are,",1,0
1272,ConfigDict,and what their defaults are and what they are for.,1,0
1273,ConfigDict,each variable definition expects three values,1,0
1274,ConfigDict,1,1,0
1275,ConfigDict,a human readable description of what the variable is,1,0
1276,ConfigDict,2,1,0
1277,ConfigDict,a data type sanity check,1,0
1278,ConfigDict,3,1,0
1279,ConfigDict,a default value,1,0
1439,EncryptedIntDict,this also adds a working keys function.,1,0
2054,PlotAccessor,from 0 left bottom end to 1 right top end .,1,0
2055,PlotAccessor,default is 05,1,0
2056,PlotAccessor,center .,1,0
1574,BooleanArray,"this is a pandas extension array for boolean data, under the hood",1,0
1575,BooleanArray,represented by 2 numpy arrays a boolean array with the data and,1,0
2088,PlotAccessor,"if kind bar or barh , you can specify relative alignments",1,0
1576,BooleanArray,a boolean array with the mask true indicating missing .,1,0
2089,PlotAccessor,for bar plot layout by position keyword.,1,0
2090,PlotAccessor,from 0 left bottom end to 1 right top end .,1,0
1578,BooleanArray,logic for logical operations.,1,0
2091,PlotAccessor,default is 05,1,0
1579,BooleanArray,see ref boolean^kleene for more.,1,0
2092,PlotAccessor,center,1,0
1581,BooleanArray,func pandas^array specifying dtype boolean see examples,1,0
1582,BooleanArray,below .,1,0
2353,UnsortedIndexError,subclass of keyerror .,1,0
1585,BooleanArray,booleanarray is considered experimental.,1,0
1596,BooleanArray,attributes,1,0
1597,BooleanArray,none,1,0
1598,BooleanArray,methods,1,0
1599,BooleanArray,none,1,0
1600,BooleanArray,returns,1,0
1601,BooleanArray,booleanarray,1,0
1603,BooleanArray,create an booleanarray with func pandas^array,1,0
1604,BooleanArray,"pd^array true, false, none , dtype boolean",1,0
1605,BooleanArray,booleanarray,1,0
1877,IntegerArray,"integerarray is currently experimental, and its api or internal",1,0
1880,IntegerArray,data contains a numpy integer array of the appropriate dtype,1,0
1881,IntegerArray,"mask a boolean array holding a mask on the data, true is missing",1,0
1883,IntegerArray,func pandas^array with one of the integer dtypes see examples .,1,0
1892,IntegerArray,attributes,1,0
1893,IntegerArray,none,1,0
1894,IntegerArray,methods,1,0
1895,IntegerArray,none,1,0
1896,IntegerArray,returns,1,0
1897,IntegerArray,integerarray,1,0
1899,IntegerArray,create an integerarray with func pandas^array .,1,0
1644,CategoricalDtype,type for categorical data with the categories and orderedness.,1,0
1900,IntegerArray,"int array pd^array 1, none, 3 , dtype pd^int32dtype",1,0
1902,IntegerArray,integerarray,1,0
1647,CategoricalDtype,"categories sequence, optional",1,0
1650,CategoricalDtype,whether or not this categorical is treated as a ordered categorical.,1,0
1907,IntegerArray,"pd^array 1, none, 3 , dtype int32",1,0
1908,IntegerArray,integerarray,1,0
1653,CategoricalDtype,false if there is no existing ordered to maintain.,1,0
1654,CategoricalDtype,attributes,1,0
1655,CategoricalDtype,categories,1,0
1911,IntegerArray,"pd^array 1, none, 3 , dtype uint16",1,0
1656,CategoricalDtype,ordered,1,0
1912,IntegerArray,integerarray,1,0
1657,CategoricalDtype,methods,1,0
1658,CategoricalDtype,none,1,0
1667,CategoricalDtype,"t pd^categoricaldtype categories b , a , ordered true",1,0
1674,CategoricalDtype,"categories 2, object b a",1,0
1704,CategoricalIndex,"categoricalindex, like categorical, can only take on a limited,",1,0
1961,IntervalDtype,"subtype str, np^dtype",1,0
1706,CategoricalIndex,"also,",1,0
1707,CategoricalIndex,"like categorical, it might have an order, but numerical operations",1,0
1963,IntervalDtype,attributes,1,0
1708,CategoricalIndex,"additions, divisions, .",1,0
